population,contrast,database,panel,selection_rule,rank_in_panel,pathway_id,display_name,direction,nes,enrichment_score,pvalue,padj_in_database,padj_pooled,pooled_under,set_size,leading_edge_size,gene_ratio
Treg,SF_vs_PB_Treg,GO_CC,dotplot,top 20 by pooled FDR,1,GOCC_CYTOSOLIC_RIBOSOME,Cytosolic Ribosome,down,-3.13910317,-0.722565171,2.9491906799999996e-26,2.5245072200000002e-23,3.7176187e-23,GO_CC,110,77,0.7
Treg,SF_vs_PB_Treg,GO_CC,dotplot,top 20 by pooled FDR,2,GOCC_TRANSPORT_VESICLE,Transport Vesicle,up,2.41863523,0.51414540500000006,8.894234160000001e-20,2.8766716799999995e-17,7.320665019999999e-17,GO_CC,316,141,0.446202532
Treg,SF_vs_PB_Treg,GO_CC,dotplot,top 20 by pooled FDR,3,GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT,Cytosolic Large Ribosomal Subunit,down,-3.07173418,-0.813758909,1.00817933e-19,2.8766716799999995e-17,7.6251963e-17,GO_CC,52,47,0.903846154
Treg,SF_vs_PB_Treg,GO_CC,dotplot,top 20 by pooled FDR,4,GOCC_RIBOSOMAL_SUBUNIT,Ribosomal Subunit,down,-2.57959596,-0.556516158,1.87249579e-16,4.00714099e-14,8.17056335e-14,GO_CC,170,81,0.476470588
Treg,SF_vs_PB_Treg,GO_CC,dotplot,top 20 by pooled FDR,5,GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT,Cytosolic Small Ribosomal Subunit,down,-2.82432341,-0.800726556,3.0652001700000003e-14,5.24762269e-12,9.65963776e-12,GO_CC,38,30,0.789473684
Treg,SF_vs_PB_Treg,GO_CC,dotplot,top 20 by pooled FDR,6,GOCC_COPII_COATED_ER_TO_GOLGI_TRANSPORT_VESICLE,Copii Coated ER to Golgi Transport Vesicle,up,2.63137573,0.672785375,7.38617377e-14,1.05376079e-11,2.26476058e-11,GO_CC,80,41,0.5125
Treg,SF_vs_PB_Treg,GO_CC,dotplot,top 20 by pooled FDR,7,GOCC_FICOLIN_1_RICH_GRANULE,Ficolin 1 Rich Granule,up,2.37541662,0.546580513,9.660989e-14,1.18140094e-11,2.88431369e-11,GO_CC,160,69,0.43125
Treg,SF_vs_PB_Treg,GO_CC,dotplot,top 20 by pooled FDR,8,GOCC_VESICLE_LUMEN,Vesicle Lumen,up,2.279744,0.500551867,1.55200049e-13,1.66064053e-11,4.4018614e-11,GO_CC,235,103,0.438297872
Treg,SF_vs_PB_Treg,GO_CC,dotplot,top 20 by pooled FDR,9,GOCC_RIBOSOME,Ribosome,down,-2.26959814,-0.47554379,6.73819639e-13,6.40877346e-11,1.86450825e-10,GO_CC,212,85,0.400943396
Treg,SF_vs_PB_Treg,GO_CC,dotplot,top 20 by pooled FDR,10,GOCC_SECRETORY_GRANULE_MEMBRANE,Secretory Granule Membrane,up,2.22922764,0.493328328,2.548833e-12,2.18180105e-10,6.72476987e-10,GO_CC,219,108,0.493150685
Treg,SF_vs_PB_Treg,GO_CC,dotplot,top 20 by pooled FDR,11,GOCC_COATED_VESICLE,Coated Vesicle,up,2.21317869,0.484784157,3.07945648e-12,2.39637704e-10,7.94009858e-10,GO_CC,240,109,0.454166667
Treg,SF_vs_PB_Treg,GO_CC,dotplot,top 20 by pooled FDR,12,GOCC_LATE_ENDOSOME,Late Endosome,up,2.16249764,0.470300468,5.95844186e-12,4.25035519e-10,1.46953311e-9,GO_CC,255,86,0.337254902
Treg,SF_vs_PB_Treg,GO_CC,dotplot,top 20 by pooled FDR,13,GOCC_ENDOPLASMIC_RETICULUM_PROTEIN_CONTAINING_COMPLEX,Endoplasmic Reticulum Protein Containing Complex,up,2.37021645,0.571471076,2.16335051e-11,1.4244831e-9,4.42569459e-9,GO_CC,115,60,0.52173913
Treg,SF_vs_PB_Treg,GO_CC,dotplot,top 20 by pooled FDR,14,GOCC_LATE_ENDOSOME_MEMBRANE,Late Endosome Membrane,up,2.27128373,0.526704145,3.85026105e-11,2.35264978e-9,6.7201864e-9,GO_CC,151,57,0.377483444
Treg,SF_vs_PB_Treg,GO_CC,dotplot,top 20 by pooled FDR,15,GOCC_TRANSPORT_VESICLE_MEMBRANE,Transport Vesicle Membrane,up,2.27302238,0.520027288,4.12263397e-11,2.35264978e-9,6.98078841e-9,GO_CC,167,81,0.48502994
Treg,SF_vs_PB_Treg,GO_CC,dotplot,top 20 by pooled FDR,16,GOCC_PIGMENT_GRANULE,Pigment Granule,up,2.45455567,0.611589326,5.92560635e-11,3.1701994e-9,9.60371487e-9,GO_CC,93,52,0.559139785
Treg,SF_vs_PB_Treg,GO_CC,dotplot,top 20 by pooled FDR,17,GOCC_COATED_VESICLE_MEMBRANE,Coated Vesicle Membrane,up,2.26630265,0.523389466,1.0415769e-10,5.24464606e-9,1.61872466e-8,GO_CC,156,77,0.493589744
Treg,SF_vs_PB_Treg,GO_CC,dotplot,top 20 by pooled FDR,18,GOCC_EXOCYTIC_VESICLE,Exocytic Vesicle,up,2.21612501,0.505310009,1.40669623e-10,6.68962208e-9,2.09986431e-8,GO_CC,171,78,0.456140351
Treg,SF_vs_PB_Treg,GO_CC,dotplot,top 20 by pooled FDR,19,GOCC_ENDOPEPTIDASE_COMPLEX,Endopeptidase Complex,up,2.38028062,0.591098125,7.22586137e-10,3.2554407e-8,8.58076049e-8,GO_CC,95,48,0.505263158
Treg,SF_vs_PB_Treg,GO_CC,dotplot,top 20 by pooled FDR,20,GOCC_LUMENAL_SIDE_OF_ENDOPLASMIC_RETICULUM_MEMBRANE,Lumenal Side of Endoplasmic Reticulum Membrane,up,2.4990368,0.778617224,1.44033951e-9,6.16465309e-8,1.54157091e-7,GO_CC,30,19,0.633333333
